ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-6bdc37,A-80eeb6,2023-07-23 00:00:00,2023-07-24 17:00:00,41,high,89,5,FALSE
T-a35ae1,A-80eeb6,2023-01-30 00:00:00,2023-02-01 20:00:00,68,high,38,,FALSE
T-089718,A-812c5b,2023-01-06 00:00:00,2023-01-06 13:00:00,13,medium,105,,FALSE
T-2521f4,A-812c5b,2024-08-28 00:00:00,2024-08-28 14:00:00,14,urgent,13,,FALSE
T-29279c,A-812c5b,2023-02-20 00:00:00,2023-02-21 19:00:00,43,urgent,127,4,FALSE
T-ca36f7,A-812c5b,2023-02-28 00:00:00,2023-03-01 14:00:00,38,high,108,4,FALSE
T-1acc04,A-8145a0,2023-08-08 00:00:00,2023-08-08 19:00:00,19,high,85,,FALSE
T-20d740,A-8145a0,2024-02-02 00:00:00,2024-02-03 14:00:00,38,medium,119,,FALSE
T-2a24d4,A-8145a0,2023-08-19 00:00:00,2023-08-19 17:00:00,17,urgent,87,3,FALSE
T-48d493,A-8145a0,2024-10-26 00:00:00,2024-10-27 15:00:00,39,medium,122,4,FALSE
T-ba404b,A-8145a0,2023-01-06 00:00:00,2023-01-06 11:00:00,11,low,30,5,FALSE
T-baf332,A-8145a0,2023-01-09 00:00:00,2023-01-09 18:00:00,18,medium,98,,FALSE
T-270c25,A-81edc3,2023-12-19 00:00:00,2023-12-21 21:00:00,69,high,56,,FALSE
T-ca2383,A-81edc3,2024-05-20 00:00:00,2024-05-22 12:00:00,60,high,79,5,FALSE
T-d2dda8,A-81edc3,2023-07-01 00:00:00,2023-07-02 05:00:00,29,high,75,3,FALSE
T-21611f,A-82861f,2023-01-27 00:00:00,2023-01-28 05:00:00,29,low,19,3,FALSE
T-59dfb0,A-82861f,2024-12-18 00:00:00,2024-12-20 11:00:00,59,medium,24,3,FALSE
T-667845,A-82861f,2024-09-17 00:00:00,2024-09-17 11:00:00,11,urgent,77,3,FALSE
T-6c2263,A-82861f,2024-09-14 00:00:00,2024-09-14 17:00:00,17,medium,150,3,FALSE
T-d8b95c,A-82861f,2024-03-29 00:00:00,2024-03-29 06:00:00,6,urgent,5,4,FALSE
T-1ce30f,A-82d8a6,2024-11-13 00:00:00,2024-11-14 02:00:00,26,medium,37,,FALSE
T-86e757,A-82d8a6,2023-10-29 00:00:00,2023-10-31 03:00:00,51,high,129,,FALSE
T-9ce175,A-82d8a6,2024-03-05 00:00:00,2024-03-05 11:00:00,11,medium,164,,FALSE
T-bccf63,A-82d8a6,2024-11-29 00:00:00,2024-12-01 22:00:00,70,high,67,3,FALSE
T-c88d4c,A-82d8a6,2024-09-09 00:00:00,2024-09-11 05:00:00,53,urgent,163,4,FALSE
T-6b1dfe,A-832ec2,2024-04-14 00:00:00,2024-04-14 04:00:00,4,high,87,4,TRUE
T-c98c9f,A-832ec2,2024-02-28 00:00:00,2024-02-28 20:00:00,20,medium,68,,FALSE
T-e938bb,A-832ec2,2024-07-24 00:00:00,2024-07-26 06:00:00,54,medium,171,4,FALSE
T-36b118,A-84ebe4,2023-07-18 00:00:00,2023-07-18 11:00:00,11,high,128,,FALSE
T-55400f,A-84ebe4,2024-12-20 00:00:00,2024-12-20 05:00:00,5,medium,133,4,FALSE
T-a6af13,A-84ebe4,2024-12-02 00:00:00,2024-12-03 11:00:00,35,low,149,,FALSE
T-ebb598,A-84ebe4,2023-09-06 00:00:00,2023-09-08 19:00:00,67,low,132,4,FALSE
T-01387f,A-854864,2024-03-26 00:00:00,2024-03-27 21:00:00,45,low,74,5,FALSE
T-04457d,A-854864,2024-07-18 00:00:00,2024-07-20 00:00:00,48,medium,140,5,FALSE
T-060d32,A-854864,2023-03-18 00:00:00,2023-03-20 14:00:00,62,high,177,5,FALSE
T-2e98ad,A-854864,2023-09-14 00:00:00,2023-09-16 06:00:00,54,medium,90,5,FALSE
T-f62fdf,A-854864,2023-02-24 00:00:00,2023-02-24 12:00:00,12,high,23,4,FALSE
T-3ff542,A-855a48,2024-07-10 00:00:00,2024-07-12 17:00:00,65,low,96,3,FALSE
T-a952c0,A-855a48,2023-04-18 00:00:00,2023-04-20 00:00:00,48,high,125,4,FALSE
T-b52bf0,A-855a48,2023-11-03 00:00:00,2023-11-04 10:00:00,34,high,157,4,FALSE
T-e23a37,A-855a48,2023-05-11 00:00:00,2023-05-11 13:00:00,13,high,55,,FALSE
T-ea0979,A-855a48,2024-06-30 00:00:00,2024-07-01 14:00:00,38,urgent,177,,FALSE
T-251fda,A-856b1e,2024-09-15 00:00:00,2024-09-15 01:00:00,1,low,123,,FALSE
T-37c256,A-856b1e,2024-01-11 00:00:00,2024-01-13 17:00:00,65,low,133,,FALSE
T-70430b,A-856b1e,2023-03-25 00:00:00,2023-03-26 01:00:00,25,low,8,,FALSE
T-a48070,A-856b1e,2024-02-10 00:00:00,2024-02-11 14:00:00,38,low,111,,TRUE
T-e481c6,A-856b1e,2023-08-01 00:00:00,2023-08-03 03:00:00,51,low,22,,FALSE
T-056486,A-86902e,2023-05-01 00:00:00,2023-05-02 10:00:00,34,medium,7,,FALSE
T-1f5562,A-86902e,2023-01-25 00:00:00,2023-01-27 17:00:00,65,medium,69,,FALSE
T-262c36,A-86902e,2023-05-19 00:00:00,2023-05-21 19:00:00,67,medium,165,,FALSE
T-59d67b,A-86902e,2024-03-21 00:00:00,2024-03-23 00:00:00,48,urgent,17,3,FALSE
T-611dd2,A-86902e,2023-07-22 00:00:00,2023-07-23 05:00:00,29,medium,166,3,FALSE
T-762c9d,A-86902e,2024-05-11 00:00:00,2024-05-12 07:00:00,31,high,118,,FALSE
T-7eaf4c,A-86902e,2024-01-12 00:00:00,2024-01-13 10:00:00,34,low,63,3,FALSE
T-d035ff,A-86902e,2024-03-13 00:00:00,2024-03-15 06:00:00,54,urgent,22,,FALSE
T-ead922,A-86902e,2024-06-03 00:00:00,2024-06-03 06:00:00,6,urgent,16,5,FALSE
T-5dc1bf,A-86cdb4,2024-03-29 00:00:00,2024-03-30 09:00:00,33,urgent,129,,FALSE
T-c46a1b,A-86cdb4,2023-11-07 00:00:00,2023-11-08 07:00:00,31,medium,119,5,FALSE
T-c512cd,A-86cdb4,2024-11-07 00:00:00,2024-11-07 05:00:00,5,high,81,3,FALSE
T-cc5da4,A-86cdb4,2023-08-07 00:00:00,2023-08-09 14:00:00,62,high,33,5,FALSE
T-d62751,A-86cdb4,2024-12-02 00:00:00,2024-12-02 01:00:00,1,urgent,167,,FALSE
T-383e2b,A-86fc1d,2024-12-24 00:00:00,2024-12-24 17:00:00,17,urgent,140,,FALSE
T-4f391f,A-86fc1d,2024-04-15 00:00:00,2024-04-15 09:00:00,9,high,59,,FALSE
T-9d7afa,A-86fc1d,2024-03-16 00:00:00,2024-03-16 19:00:00,19,urgent,30,,FALSE
T-a14a68,A-86fc1d,2023-08-15 00:00:00,2023-08-17 16:00:00,64,high,38,3,FALSE
T-e12097,A-86fc1d,2024-08-03 00:00:00,2024-08-04 02:00:00,26,urgent,29,5,FALSE
T-03303d,A-87aa7b,2023-11-29 00:00:00,2023-12-01 11:00:00,59,high,7,,TRUE
T-12a740,A-87aa7b,2024-12-29 00:00:00,2024-12-29 22:00:00,22,urgent,147,,FALSE
T-ac52cc,A-87aa7b,2024-03-19 00:00:00,2024-03-19 01:00:00,1,medium,64,,FALSE
T-486b6b,A-883b7d,2023-01-28 00:00:00,2023-01-28 22:00:00,22,urgent,102,5,FALSE
T-665175,A-883b7d,2024-12-01 00:00:00,2024-12-01 21:00:00,21,urgent,13,3,FALSE
T-67c060,A-883b7d,2024-10-22 00:00:00,2024-10-23 19:00:00,43,low,72,3,FALSE
T-8c694d,A-883b7d,2024-05-24 00:00:00,2024-05-24 15:00:00,15,low,39,3,TRUE
T-9f7253,A-883b7d,2023-06-23 00:00:00,2023-06-23 17:00:00,17,urgent,144,4,FALSE
T-d03843,A-883b7d,2024-01-25 00:00:00,2024-01-25 18:00:00,18,urgent,14,,FALSE
T-e57828,A-883b7d,2023-04-16 00:00:00,2023-04-17 19:00:00,43,high,52,,FALSE
T-832df9,A-88c6ca,2023-02-26 00:00:00,2023-02-28 08:00:00,56,urgent,12,,FALSE
T-2b1a0a,A-89ee83,2024-10-05 00:00:00,2024-10-05 13:00:00,13,medium,35,4,TRUE
T-62614c,A-89ee83,2023-08-02 00:00:00,2023-08-02 11:00:00,11,urgent,32,,FALSE
T-73db23,A-89ee83,2023-01-26 00:00:00,2023-01-27 05:00:00,29,urgent,146,,FALSE
T-90e0e9,A-89ee83,2024-05-14 00:00:00,2024-05-16 03:00:00,51,medium,36,4,FALSE
T-fcfcf7,A-89ee83,2024-02-13 00:00:00,2024-02-13 05:00:00,5,low,82,4,FALSE
T-00644f,A-8adedc,2023-05-22 00:00:00,2023-05-24 18:00:00,66,medium,62,,FALSE
T-67350b,A-8adedc,2024-08-19 00:00:00,2024-08-19 18:00:00,18,low,19,,FALSE
T-86c6c6,A-8adedc,2023-08-05 00:00:00,2023-08-07 11:00:00,59,high,22,4,FALSE
T-a9e396,A-8adedc,2023-03-28 00:00:00,2023-03-30 06:00:00,54,low,124,,FALSE
T-65bdba,A-8ae05d,2023-08-06 00:00:00,2023-08-07 23:00:00,47,high,48,4,FALSE
T-10521d,A-8ae3fc,2024-02-20 00:00:00,2024-02-21 04:00:00,28,urgent,110,3,FALSE
T-64293a,A-8ae3fc,2024-04-27 00:00:00,2024-04-29 11:00:00,59,high,65,4,FALSE
T-b4957a,A-8ae3fc,2024-03-06 00:00:00,2024-03-06 02:00:00,2,urgent,73,,FALSE
T-e2d68e,A-8ae3fc,2023-04-27 00:00:00,2023-04-29 21:00:00,69,high,14,,FALSE
T-7c37e5,A-8b0451,2024-12-10 00:00:00,2024-12-11 23:00:00,47,urgent,104,,FALSE
T-ab3873,A-8b0451,2023-01-09 00:00:00,2023-01-09 16:00:00,16,urgent,115,,FALSE
T-b0063c,A-8b0451,2024-02-17 00:00:00,2024-02-17 23:00:00,23,high,111,3,FALSE
T-c0d8b2,A-8b0451,2024-12-01 00:00:00,2024-12-03 01:00:00,49,urgent,23,3,FALSE
T-cbfd6b,A-8b0451,2023-03-15 00:00:00,2023-03-16 01:00:00,25,medium,137,4,FALSE
T-d2f0e5,A-8b0451,2023-12-27 00:00:00,2023-12-27 20:00:00,20,urgent,17,,FALSE
T-ea65ad,A-8b0451,2024-01-30 00:00:00,2024-01-30 06:00:00,6,medium,79,4,FALSE
T-7dc53f,A-8b25f2,2024-02-04 00:00:00,2024-02-04 19:00:00,19,low,86,3,FALSE
T-d66f0f,A-8b25f2,2023-12-03 00:00:00,2023-12-05 04:00:00,52,medium,15,5,FALSE
T-0aca85,A-8bde0c,2024-07-08 00:00:00,2024-07-08 13:00:00,13,medium,153,4,FALSE
T-93e27e,A-8bde0c,2023-08-06 00:00:00,2023-08-08 07:00:00,55,high,42,4,FALSE
T-fb798a,A-8bde0c,2024-11-07 00:00:00,2024-11-07 09:00:00,9,medium,64,,FALSE
T-1c52db,A-8e47ca,2023-01-04 00:00:00,2023-01-05 22:00:00,46,medium,90,,FALSE
T-2651ec,A-8e47ca,2024-02-18 00:00:00,2024-02-18 10:00:00,10,high,21,,FALSE
T-322072,A-8e47ca,2023-02-17 00:00:00,2023-02-18 11:00:00,35,high,130,,FALSE
T-611c1e,A-8e47ca,2023-03-09 00:00:00,2023-03-09 04:00:00,4,high,17,3,FALSE
T-8639ca,A-8e47ca,2023-09-30 00:00:00,2023-10-03 00:00:00,72,medium,145,5,TRUE
T-3ec5db,A-8ed5dd,2023-05-20 00:00:00,2023-05-22 00:00:00,48,urgent,84,3,FALSE
T-7917a1,A-8ed5dd,2024-06-09 00:00:00,2024-06-10 16:00:00,40,high,125,,FALSE
T-c55d61,A-8ed5dd,2023-03-21 00:00:00,2023-03-21 06:00:00,6,high,8,4,FALSE
T-dd45ee,A-8ed5dd,2024-12-09 00:00:00,2024-12-09 08:00:00,8,high,97,3,FALSE
T-ee77ae,A-8ed5dd,2024-05-17 00:00:00,2024-05-19 03:00:00,51,low,87,,FALSE
T-f9ca4b,A-8ed5dd,2023-06-03 00:00:00,2023-06-03 21:00:00,21,low,180,5,FALSE
T-3444f4,A-902ef7,2023-11-28 00:00:00,2023-11-30 12:00:00,60,urgent,40,4,FALSE
T-36d4a7,A-902ef7,2024-07-07 00:00:00,2024-07-08 13:00:00,37,urgent,130,,FALSE
T-11b816,A-9077b0,2024-09-07 00:00:00,2024-09-07 02:00:00,2,urgent,180,3,FALSE
T-96702f,A-9077b0,2023-09-14 00:00:00,2023-09-16 20:00:00,68,high,176,5,FALSE
T-bdc16a,A-9077b0,2023-03-01 00:00:00,2023-03-03 03:00:00,51,high,53,5,FALSE
T-1d1488,A-90a8c8,2023-02-01 00:00:00,2023-02-03 11:00:00,59,urgent,71,4,FALSE
T-6533ba,A-90a8c8,2024-04-07 00:00:00,2024-04-08 03:00:00,27,medium,1,3,FALSE
T-c2b413,A-90a8c8,2024-03-31 00:00:00,2024-04-02 22:00:00,70,urgent,13,3,FALSE
T-fe8af7,A-90a8c8,2023-10-13 00:00:00,2023-10-14 00:00:00,24,low,33,3,FALSE
T-21c5ae,A-9123ac,2024-11-18 00:00:00,2024-11-19 13:00:00,37,urgent,77,4,FALSE
T-5fff6a,A-9123ac,2024-08-02 00:00:00,2024-08-03 00:00:00,24,medium,169,,FALSE
T-6503b3,A-9123ac,2023-12-19 00:00:00,2023-12-21 18:00:00,66,high,24,5,FALSE
T-8ece2f,A-9123ac,2024-09-09 00:00:00,2024-09-09 03:00:00,3,urgent,102,5,FALSE
T-afa081,A-9123ac,2024-11-22 00:00:00,2024-11-24 15:00:00,63,medium,105,3,FALSE
T-f873ff,A-9123ac,2023-04-21 00:00:00,2023-04-22 16:00:00,40,low,73,4,FALSE
T-437e48,A-9174e0,2024-10-30 00:00:00,2024-10-31 01:00:00,25,urgent,161,5,FALSE
T-9d4edb,A-9174e0,2023-06-09 00:00:00,2023-06-11 05:00:00,53,low,173,,FALSE
T-00fa83,A-9208f0,2023-04-01 00:00:00,2023-04-03 22:00:00,70,low,6,,FALSE
T-095fc4,A-9208f0,2023-03-01 00:00:00,2023-03-02 16:00:00,40,urgent,100,,FALSE
T-0a9b1f,A-9208f0,2023-01-27 00:00:00,2023-01-27 19:00:00,19,medium,166,,TRUE
T-6b831b,A-9208f0,2024-12-12 00:00:00,2024-12-14 19:00:00,67,low,57,3,FALSE
T-6ec2a9,A-9208f0,2023-06-21 00:00:00,2023-06-23 22:00:00,70,low,3,,FALSE
T-a0d060,A-9208f0,2023-01-04 00:00:00,2023-01-04 12:00:00,12,low,18,,FALSE
T-b78a44,A-9208f0,2023-09-27 00:00:00,2023-09-28 08:00:00,32,medium,103,4,FALSE
T-c83359,A-9208f0,2023-07-17 00:00:00,2023-07-17 20:00:00,20,low,25,3,FALSE
T-42f242,A-922109,2024-04-12 00:00:00,2024-04-14 01:00:00,49,high,104,3,FALSE
T-50ad36,A-922109,2023-05-07 00:00:00,2023-05-08 02:00:00,26,medium,126,,FALSE
T-aeb97e,A-922109,2023-05-15 00:00:00,2023-05-15 01:00:00,1,medium,151,,FALSE
T-508ea0,A-9289f6,2023-10-21 00:00:00,2023-10-21 12:00:00,12,high,53,3,FALSE
T-69f219,A-9289f6,2024-12-16 00:00:00,2024-12-18 16:00:00,64,high,26,,FALSE
T-b41d5c,A-9289f6,2023-09-15 00:00:00,2023-09-15 05:00:00,5,high,71,,FALSE
T-c0657b,A-9289f6,2023-06-12 00:00:00,2023-06-14 02:00:00,50,low,155,,FALSE
T-c25880,A-9289f6,2023-06-01 00:00:00,2023-06-02 11:00:00,35,medium,59,5,FALSE
T-d5ea25,A-9289f6,2024-10-14 00:00:00,2024-10-16 11:00:00,59,low,56,5,FALSE
T-287b04,A-92a333,2023-05-07 00:00:00,2023-05-08 01:00:00,25,low,11,,FALSE
T-5faeda,A-92a333,2023-06-03 00:00:00,2023-06-03 04:00:00,4,high,55,,FALSE
T-c1b39d,A-92a333,2024-06-05 00:00:00,2024-06-06 20:00:00,44,low,103,,TRUE
T-e11f4e,A-92a333,2023-11-18 00:00:00,2023-11-18 20:00:00,20,medium,64,,FALSE
T-13e2c4,A-92a3af,2024-03-17 00:00:00,2024-03-19 23:00:00,71,medium,29,5,FALSE
T-5ceae7,A-92a3af,2024-06-13 00:00:00,2024-06-14 07:00:00,31,high,10,3,FALSE
T-8934e8,A-92a3af,2024-04-22 00:00:00,2024-04-24 23:00:00,71,medium,49,,FALSE
T-91edfc,A-92a3af,2024-03-30 00:00:00,2024-04-01 09:00:00,57,medium,68,,TRUE
T-2c8cf7,A-940b8b,2023-09-17 00:00:00,2023-09-19 14:00:00,62,urgent,57,3,FALSE
T-5c0331,A-940b8b,2024-10-25 00:00:00,2024-10-26 23:00:00,47,high,47,,FALSE
T-f0ad1e,A-940b8b,2023-07-14 00:00:00,2023-07-14 15:00:00,15,low,164,5,FALSE
T-11a32d,A-94c3cd,2023-11-05 00:00:00,2023-11-07 06:00:00,54,urgent,86,,TRUE
T-22724b,A-94c3cd,2024-08-17 00:00:00,2024-08-19 13:00:00,61,high,145,3,FALSE
T-90f06d,A-94c3cd,2023-07-27 00:00:00,2023-07-27 09:00:00,9,medium,60,,FALSE
T-b8a88e,A-94c3cd,2023-03-20 00:00:00,2023-03-22 07:00:00,55,medium,175,4,FALSE
T-4f0baf,A-94d3da,2023-09-13 00:00:00,2023-09-14 03:00:00,27,urgent,60,,FALSE
T-7d8c37,A-94d3da,2024-08-06 00:00:00,2024-08-06 14:00:00,14,low,4,5,FALSE
T-80126f,A-94d3da,2024-11-23 00:00:00,2024-11-23 16:00:00,16,urgent,52,3,FALSE
T-e74b9f,A-94d3da,2024-06-10 00:00:00,2024-06-11 12:00:00,36,low,98,3,FALSE
T-ed09ab,A-94d3da,2024-12-27 00:00:00,2024-12-28 01:00:00,25,high,130,,FALSE
T-ef7c2f,A-94d3da,2023-02-05 00:00:00,2023-02-06 19:00:00,43,urgent,139,3,FALSE
T-c0ce04,A-94f8c9,2024-08-30 00:00:00,2024-09-01 03:00:00,51,urgent,29,,FALSE
T-c863f8,A-94f8c9,2023-11-12 00:00:00,2023-11-14 21:00:00,69,low,141,5,FALSE
T-d552c8,A-94f8c9,2024-02-21 00:00:00,2024-02-21 22:00:00,22,urgent,93,5,FALSE
T-387b29,A-956988,2024-04-20 00:00:00,2024-04-21 20:00:00,44,low,83,,FALSE
T-f01315,A-956988,2024-11-22 00:00:00,2024-11-24 09:00:00,57,urgent,153,3,FALSE
T-115c3c,A-95b24a,2024-02-01 00:00:00,2024-02-01 09:00:00,9,medium,162,5,FALSE
T-437b2d,A-95b24a,2023-11-06 00:00:00,2023-11-07 09:00:00,33,high,12,3,FALSE
T-5752a2,A-95b24a,2023-07-18 00:00:00,2023-07-19 23:00:00,47,urgent,82,4,FALSE
T-93a37f,A-95b24a,2023-08-08 00:00:00,2023-08-08 09:00:00,9,high,74,,FALSE
T-fa88e4,A-95b24a,2024-03-14 00:00:00,2024-03-14 08:00:00,8,high,122,5,FALSE
T-c9862e,A-96215d,2023-08-04 00:00:00,2023-08-05 01:00:00,25,urgent,115,3,FALSE
T-4be927,A-96bbc6,2023-11-04 00:00:00,2023-11-06 14:00:00,62,low,31,3,FALSE
T-640bda,A-96bbc6,2023-01-07 00:00:00,2023-01-08 04:00:00,28,medium,112,3,FALSE
T-9890b1,A-96bbc6,2023-03-24 00:00:00,2023-03-26 16:00:00,64,high,58,4,FALSE
T-0111f8,A-96e141,2024-04-15 00:00:00,2024-04-15 23:00:00,23,high,95,5,FALSE
T-2708ab,A-96e141,2023-11-07 00:00:00,2023-11-07 08:00:00,8,medium,42,4,FALSE
T-702e0f,A-96e141,2024-01-26 00:00:00,2024-01-27 22:00:00,46,high,17,4,FALSE
T-f2e96f,A-96e141,2023-04-24 00:00:00,2023-04-24 17:00:00,17,urgent,130,,FALSE
T-f39a06,A-96e141,2024-03-07 00:00:00,2024-03-09 22:00:00,70,medium,58,,FALSE
T-4d5bca,A-970c97,2023-01-29 00:00:00,2023-01-31 13:00:00,61,urgent,139,5,FALSE
T-07694c,A-9779ad,2023-06-14 00:00:00,2023-06-14 09:00:00,9,high,96,,FALSE
T-db932a,A-9779ad,2024-10-28 00:00:00,2024-10-28 10:00:00,10,urgent,92,,FALSE
T-f365f1,A-9779ad,2024-10-14 00:00:00,2024-10-15 19:00:00,43,medium,161,5,FALSE
T-7ddfa5,A-977ca0,2023-09-30 00:00:00,2023-10-02 08:00:00,56,high,117,,FALSE
T-cc11bd,A-977ca0,2024-11-21 00:00:00,2024-11-23 16:00:00,64,urgent,152,4,FALSE
T-ed6cdf,A-977ca0,2023-06-02 00:00:00,2023-06-05 00:00:00,72,medium,100,,FALSE
T-1b9875,A-98a59a,2024-09-08 00:00:00,2024-09-10 13:00:00,61,low,48,5,FALSE
T-d1c41b,A-98a59a,2023-03-22 00:00:00,2023-03-23 00:00:00,24,high,68,,FALSE
T-d9600d,A-98a59a,2024-12-18 00:00:00,2024-12-19 03:00:00,27,urgent,106,4,FALSE
T-182de8,A-993085,2024-06-07 00:00:00,2024-06-08 07:00:00,31,low,108,,FALSE
T-2b6bb1,A-993085,2024-02-20 00:00:00,2024-02-22 20:00:00,68,high,33,4,FALSE
T-4c383b,A-993085,2024-12-09 00:00:00,2024-12-10 13:00:00,37,low,109,3,FALSE
T-686725,A-993085,2024-03-23 00:00:00,2024-03-25 02:00:00,50,medium,78,,FALSE
T-a9fa22,A-9a532a,2023-05-04 00:00:00,2023-05-06 22:00:00,70,low,81,,FALSE
T-ae29f6,A-9a532a,2023-09-12 00:00:00,2023-09-13 21:00:00,45,high,176,,FALSE
T-2b8a81,A-9affe6,2023-07-05 00:00:00,2023-07-07 02:00:00,50,urgent,12,3,FALSE
T-5a8cb8,A-9affe6,2024-08-19 00:00:00,2024-08-21 16:00:00,64,low,51,,FALSE
T-8416bb,A-9affe6,2024-02-20 00:00:00,2024-02-22 12:00:00,60,high,165,,FALSE
T-71d508,A-9b9fe9,2023-06-15 00:00:00,2023-06-15 22:00:00,22,low,180,5,FALSE
T-a661ac,A-9b9fe9,2023-11-30 00:00:00,2023-12-02 23:00:00,71,low,161,4,FALSE
T-ca831e,A-9b9fe9,2024-12-21 00:00:00,2024-12-21 08:00:00,8,high,127,,FALSE
T-d75ceb,A-9b9fe9,2024-07-26 00:00:00,2024-07-27 09:00:00,33,urgent,158,3,FALSE
T-04752b,A-9badbd,2023-03-08 00:00:00,2023-03-09 04:00:00,28,high,155,,FALSE
T-112307,A-9badbd,2023-10-12 00:00:00,2023-10-14 08:00:00,56,urgent,37,5,FALSE
T-e46e71,A-9badbd,2023-10-19 00:00:00,2023-10-19 17:00:00,17,urgent,125,,FALSE
T-f5f28c,A-9badbd,2024-09-07 00:00:00,2024-09-08 10:00:00,34,low,149,5,FALSE
T-ff778b,A-9badbd,2024-10-12 00:00:00,2024-10-12 16:00:00,16,low,47,,FALSE
T-2e3ee5,A-9bfc9f,2024-09-21 00:00:00,2024-09-21 13:00:00,13,low,45,,FALSE
T-41e58d,A-9bfc9f,2024-02-29 00:00:00,2024-02-29 04:00:00,4,high,170,,FALSE
T-8206d0,A-9bfc9f,2024-09-23 00:00:00,2024-09-24 23:00:00,47,urgent,21,,FALSE
T-864e85,A-9bfc9f,2024-03-01 00:00:00,2024-03-03 10:00:00,58,low,72,3,FALSE
T-952a1a,A-9bfc9f,2023-06-04 00:00:00,2023-06-06 15:00:00,63,high,168,4,TRUE
T-e34acc,A-9bfc9f,2023-08-24 00:00:00,2023-08-25 03:00:00,27,low,30,3,FALSE
T-10a089,A-9c18c4,2024-04-22 00:00:00,2024-04-24 08:00:00,56,high,165,,FALSE
T-cdecbd,A-9c18c4,2024-12-08 00:00:00,2024-12-08 12:00:00,12,low,133,3,FALSE
T-eace7b,A-9c18c4,2023-02-12 00:00:00,2023-02-13 08:00:00,32,low,156,,FALSE
T-ec55d4,A-9c18c4,2023-07-24 00:00:00,2023-07-26 21:00:00,69,urgent,67,5,FALSE
T-2e8d9d,A-9ee962,2023-04-15 00:00:00,2023-04-15 08:00:00,8,low,31,,FALSE
T-5d7ef5,A-9ee962,2024-02-11 00:00:00,2024-02-13 16:00:00,64,high,23,4,FALSE
T-9aee85,A-9ee962,2024-05-26 00:00:00,2024-05-27 15:00:00,39,medium,155,,FALSE
T-804db5,A-9f0b68,2024-12-09 00:00:00,2024-12-11 02:00:00,50,high,122,,FALSE
T-b7bd24,A-9f0b68,2023-09-11 00:00:00,2023-09-12 13:00:00,37,low,78,,FALSE
T-c17382,A-9f0b68,2024-05-10 00:00:00,2024-05-10 04:00:00,4,urgent,89,3,FALSE
T-08e86b,A-9f9299,2023-10-05 00:00:00,2023-10-05 03:00:00,3,urgent,160,,FALSE
T-27e2a5,A-9f9299,2024-09-11 00:00:00,2024-09-13 19:00:00,67,low,42,,FALSE
T-381eff,A-9f9299,2024-12-28 00:00:00,2024-12-29 11:00:00,35,low,139,5,FALSE
T-bc6799,A-9f9299,2023-04-12 00:00:00,2023-04-14 23:00:00,71,medium,146,,FALSE
T-d2e273,A-9f9299,2024-10-05 00:00:00,2024-10-05 05:00:00,5,high,94,,FALSE
T-011d5c,A-a09355,2023-05-13 00:00:00,2023-05-15 15:00:00,63,urgent,34,3,FALSE
T-4fa65e,A-a09355,2024-06-03 00:00:00,2024-06-03 18:00:00,18,urgent,55,,FALSE
T-6ea0dd,A-a09355,2024-02-08 00:00:00,2024-02-08 04:00:00,4,low,87,4,FALSE
T-a941f1,A-a09355,2023-10-20 00:00:00,2023-10-20 08:00:00,8,low,129,5,FALSE
T-c1de5f,A-a09355,2023-10-13 00:00:00,2023-10-15 22:00:00,70,urgent,28,,FALSE
T-162d1f,A-a0ca4e,2023-08-20 00:00:00,2023-08-22 12:00:00,60,high,77,4,TRUE
T-233db8,A-a0ca4e,2023-10-03 00:00:00,2023-10-04 10:00:00,34,low,133,3,FALSE
T-3bc756,A-a0ca4e,2023-04-24 00:00:00,2023-04-24 10:00:00,10,low,129,4,TRUE
T-41014e,A-a0ca4e,2024-12-02 00:00:00,2024-12-04 13:00:00,61,high,40,,FALSE
T-99b0b8,A-a0ca4e,2023-10-17 00:00:00,2023-10-19 11:00:00,59,low,148,3,FALSE
T-b6d7ac,A-a0ca4e,2023-10-29 00:00:00,2023-10-29 11:00:00,11,low,12,5,TRUE
T-0721f7,A-a1b80b,2024-07-25 00:00:00,2024-07-26 12:00:00,36,low,15,5,FALSE
T-6f11a3,A-a1b80b,2023-05-13 00:00:00,2023-05-15 10:00:00,58,urgent,18,,FALSE
T-8833a5,A-a1b80b,2023-12-02 00:00:00,2023-12-03 10:00:00,34,medium,150,4,FALSE
T-fc38c0,A-a1b80b,2023-01-21 00:00:00,2023-01-22 12:00:00,36,low,107,3,FALSE
T-2ef7b5,A-a1bbb6,2023-10-27 00:00:00,2023-10-27 01:00:00,1,high,168,,FALSE
T-3c2ede,A-a1bbb6,2023-08-24 00:00:00,2023-08-24 16:00:00,16,high,147,4,FALSE
T-50c7f8,A-a1bbb6,2024-01-18 00:00:00,2024-01-19 12:00:00,36,urgent,47,,FALSE
T-6750a4,A-a33200,2024-03-14 00:00:00,2024-03-15 13:00:00,37,low,101,,FALSE
T-6807e7,A-a33200,2023-08-23 00:00:00,2023-08-23 16:00:00,16,low,118,4,FALSE
T-cb1b0e,A-a33200,2024-05-12 00:00:00,2024-05-14 08:00:00,56,urgent,46,5,FALSE
T-19bc1e,A-a45270,2024-02-06 00:00:00,2024-02-08 15:00:00,63,high,162,,FALSE
